"","manufacturer","model","year","average_price"
"7679","mitsubishi","evolution",2011,22700
"7680","mitsubishi","fe-180",2013,21990
"7681","mitsubishi","fe160",2012,17000
"7682","mitsubishi","fk-260",2010,17900
"7683","mitsubishi","fusco",2015,15500
"7684","mitsubishi","fuso",1992,5000
"7685","mitsubishi","fuso",1994,3295
"7686","mitsubishi","fuso",1998,26990
"7687","mitsubishi","fuso",2000,6250
"7688","mitsubishi","fuso",2002,9500
"7689","mitsubishi","fuso",2003,6750
"7690","mitsubishi","fuso",2004,19500
"7691","mitsubishi","fuso",2005,10000
"7692","mitsubishi","fuso",2006,27490
"7693","mitsubishi","fuso",2008,26799.2352941176
"7694","mitsubishi","fuso",2010,25165.6666666667
"7695","mitsubishi","fuso",2012,25377.7407407407
"7696","mitsubishi","fuso",2013,19500
"7697","mitsubishi","fuso",2014,25081.1904761905
"7698","mitsubishi","fuso",2015,23574.75
"7699","mitsubishi","fuso",2016,37421.0869565217
"7700","mitsubishi","fuso",2017,36640
"7701","mitsubishi","galant",2003,5149.5
"7702","mitsubishi","galant",2004,4686.25
"7703","mitsubishi","galant",2005,3750
"7704","mitsubishi","galant",2006,5011
"7705","mitsubishi","galant",2007,3669
"7706","mitsubishi","galant",2008,5251.44444444444
"7707","mitsubishi","galant",2009,4488.66666666667
"7708","mitsubishi","galant",2010,4898.33333333333
"7709","mitsubishi","galant",2011,4920.44444444444
"7710","mitsubishi","galant",2012,5502.5
"7711","mitsubishi","i-miev",2012,6244
"7712","mitsubishi","i-miev",2014,6979
"7713","mitsubishi","imiev",2012,4250
"7714","mitsubishi","l300",1994,18000
"7715","mitsubishi","lancer",1996,14497.5
"7716","mitsubishi","lancer",2003,9116.66666666667
"7717","mitsubishi","lancer",2004,16450
"7718","mitsubishi","lancer",2005,9122.5
"7719","mitsubishi","lancer",2006,7573.66666666667
"7720","mitsubishi","lancer",2007,5995
"7721","mitsubishi","lancer",2008,12875.5238095238
"7722","mitsubishi","lancer",2009,5526.17647058824
"7723","mitsubishi","lancer",2010,9061.69230769231
"7724","mitsubishi","lancer",2011,8968.36842105263
"7725","mitsubishi","lancer",2012,20458.0333333333
"7726","mitsubishi","lancer",2013,11574.2142857143
"7727","mitsubishi","lancer",2014,17462.6470588235
"7728","mitsubishi","lancer",2015,12008.75
"7729","mitsubishi","lancer",2016,9021.57142857143
"7730","mitsubishi","lancer",2017,11614.935483871
"7731","mitsubishi","mini-cab",2011,16500
"7732","mitsubishi","minicab",1992,6247.5
"7733","mitsubishi","mirage",2014,5644.61538461538
"7734","mitsubishi","mirage",2015,5943.26086956522
"7735","mitsubishi","mirage",2017,8076.26086956522
"7736","mitsubishi","mirage",2018,8562.65517241379
"7737","mitsubishi","mirage",2019,13191.3913043478
"7738","mitsubishi","mirage",2020,15049.1836734694
"7739","mitsubishi","mirage",2021,16745.9473684211
"7740","mitsubishi","monteri",2004,4000
"7741","mitsubishi","montero",1992,4500
"7742","mitsubishi","montero",1998,3700
"7743","mitsubishi","montero",1999,4137.5
"7744","mitsubishi","montero",2000,4495
"7745","mitsubishi","montero",2001,4700
"7746","mitsubishi","montero",2002,4597.25
"7747","mitsubishi","montero",2003,4331.66666666667
"7748","mitsubishi","montero",2005,4500
"7749","mitsubishi","montero",2006,7995
"7750","mitsubishi","other",2006,15995
"7751","mitsubishi","outlander",2003,3675.8
"7752","mitsubishi","outlander",2004,3974.92857142857
"7753","mitsubishi","outlander",2005,4366.66666666667
"7754","mitsubishi","outlander",2006,4519
"7755","mitsubishi","outlander",2007,5143.76470588235
"7756","mitsubishi","outlander",2008,4768.63636363636
"7757","mitsubishi","outlander",2009,6142.76470588235
"7758","mitsubishi","outlander",2010,6060.52941176471
"7759","mitsubishi","outlander",2011,7364
"7760","mitsubishi","outlander",2012,11441.6896551724
"7761","mitsubishi","outlander",2013,8693.14705882353
"7762","mitsubishi","outlander",2014,9349.44444444445
"7763","mitsubishi","outlander",2015,13373.7708333333
"7764","mitsubishi","outlander",2016,14522.9183673469
"7765","mitsubishi","outlander",2017,17010.1447368421
"7766","mitsubishi","outlander",2018,21871.0490797546
"7767","mitsubishi","outlander",2019,20747.0555555556
"7768","mitsubishi","outlander",2020,21648.1643835616
"7769","mitsubishi","outlander",2021,23774.325
"7770","mitsubishi","outlander",2022,37500
"7771","mitsubishi","pajero",1992,11500
"7772","mitsubishi","pajero",1994,9800
"7773","mitsubishi","raider",2006,8597.8
"7774","mitsubishi","raider",2007,8296
"7775","mitsubishi","raider",2008,6300
"7776","mitsubishi","raiders",2006,8950
"7777","mitsubishi","rvr",2011,7995
"7778","nissan","200",2019,16999
"7779","nissan","2017",2017,12550
"7780","nissan","240",1992,12500
"7781","nissan","240sx",1992,6075
"7782","nissan","240sx",1994,5300
"7783","nissan","300",1994,13995
"7784","nissan","300zx",1992,8900
"7785","nissan","300zx",1994,12166.3333333333
"7786","nissan","350",2003,7995
"7787","nissan","350",2005,11500
"7788","nissan","350z",2003,11332
"7789","nissan","350z",2004,10001.8387096774
"7790","nissan","350z",2005,9392.36363636364
"7791","nissan","350z",2006,9235.2
"7792","nissan","350z",2007,10677.5555555556
"7793","nissan","350z",2008,11307.5
"7794","nissan","350z",2009,14291.6666666667
"7795","nissan","370",2014,6500
"7796","nissan","370z",2009,15098.7777777778
"7797","nissan","370z",2010,19435.6571428571
"7798","nissan","370z",2011,18570
"7799","nissan","370z",2012,20991.8181818182
"7800","nissan","370z",2013,22242.7777777778
"7801","nissan","370z",2014,21849.6842105263
"7802","nissan","370z",2015,22639.5
"7803","nissan","370z",2016,28327.4375
"7804","nissan","370z",2017,27422.3333333333
"7805","nissan","370z",2018,27998
"7806","nissan","370z",2019,39910.4626865672
"7807","nissan","370z",2020,35910.6575342466
"7808","nissan","alitma",2006,3500
"7809","nissan","altima",1994,3300
"7810","nissan","altima",1999,3498
"7811","nissan","altima",2000,3300
"7812","nissan","altima",2001,4077.4
"7813","nissan","altima",2002,4199.5
"7814","nissan","altima",2003,4423.19047619048
"7815","nissan","altima",2004,4547
"7816","nissan","altima",2005,4825.14925373134
"7817","nissan","altima",2006,4969.4358974359
"7818","nissan","altima",2007,4826.58928571429
"7819","nissan","altima",2008,5518.31097560976
"7820","nissan","altima",2009,5745.4
"7821","nissan","altima",2010,5942.12658227848
"7822","nissan","altima",2011,6592.07194244604
"7823","nissan","altima",2012,6705.98947368421
"7824","nissan","altima",2013,8586.80857142857
"7825","nissan","altima",2014,9427.38356164384
"7826","nissan","altima",2015,10695.3424317618
"7827","nissan","altima",2016,12779.8414634146
"7828","nissan","altima",2017,14192
"7829","nissan","altima",2018,16678.823255814
"7830","nissan","altima",2019,19957.9433962264
"7831","nissan","altima",2020,21331.9595959596
"7832","nissan","altima",2021,21592
"7833","nissan","altima-sport-coupe",2009,4950
"7834","nissan","altima2.5",2012,4950
"7835","nissan","altime",1998,3750
"7836","nissan","altma",2015,11997
"7837","nissan","armada",2004,6651.3125
"7838","nissan","armada",2005,5900.6
"7839","nissan","armada",2006,6295.23076923077
"7840","nissan","armada",2007,7455.85714285714
"7841","nissan","armada",2008,8063.75
"7842","nissan","armada",2009,9830
"7843","nissan","armada",2010,10784.8421052632
"7844","nissan","armada",2011,11985.8055555556
"7845","nissan","armada",2012,15786.2857142857
"7846","nissan","armada",2013,15542.4444444444
"7847","nissan","armada",2014,18477.8611111111
"7848","nissan","armada",2015,22965.9696969697
"7849","nissan","armada",2017,32030.1428571429
"7850","nissan","armada",2018,34856.1333333333
"7851","nissan","armada",2019,40032.7096774194
"7852","nissan","armada",2020,41428.7333333333
"7853","nissan","armada,platinum",2011,12999
"7854","nissan","armanda",2008,7200
"7855","nissan","atlima",2018,16995
"7856","nissan","camry",2017,17995
"7857","nissan","cargo",2018,31500
"7858","nissan","cube",2009,5328.51111111111
"7859","nissan","cube",2010,5335.28571428571
"7860","nissan","cube",2011,6170
"7861","nissan","cube",2012,8203.53333333333
"7862","nissan","cube",2013,6626
"7863","nissan","cube",2014,5498.33333333333
"7864","nissan","d21",1994,3495
"7865","nissan","exterra",2002,5500
"7866","nissan","exterra",2003,3500
"7867","nissan","exterra",2007,6995
"7868","nissan","feaf",2011,4995
"7869","nissan","fromtier",2002,4000
"7870","nissan","frontier",1998,5406.42857142857
"7871","nissan","frontier",1999,5712.77777777778
"7872","nissan","frontier",2000,5862.84615384615
"7873","nissan","frontier",2001,5753.29166666667
"7874","nissan","frontier",2002,6579.20833333333
"7875","nissan","frontier",2003,7784.86666666667
"7876","nissan","frontier",2004,6626.0625
"7877","nissan","frontier",2005,8240.95
"7878","nissan","frontier",2006,9273.55882352941
"7879","nissan","frontier",2007,9711.13888888889
"7880","nissan","frontier",2008,11054.2941176471
"7881","nissan","frontier",2009,11821.7619047619
"7882","nissan","frontier",2010,12011.462962963
"7883","nissan","frontier",2011,14902.3684210526
"7884","nissan","frontier",2012,14781.4827586207
"7885","nissan","frontier",2013,15081.7258064516
"7886","nissan","frontier",2014,15327.7659574468
"7887","nissan","frontier",2015,18164.3636363636
"7888","nissan","frontier",2016,23967.2272727273
"7889","nissan","frontier",2017,24600.9319727891
"7890","nissan","frontier",2018,25948.7
"7891","nissan","frontier",2019,26242.2674418605
"7892","nissan","frontier",2020,33044.2307692308
"7893","nissan","frontier,",2017,17600
"7894","nissan","frontiersv",2012,14988
"7895","nissan","gt-r",2012,54669.2307692308
"7896","nissan","hardbody",1994,5200
"7897","nissan","hardbody",1996,15000
"7898","nissan","juke",2008,5966.66666666667
"7899","nissan","juke",2011,8232.58620689655
"7900","nissan","juke",2012,8596.93023255814
"7901","nissan","juke",2013,10102.9122807018
"7902","nissan","juke",2014,11250.875
"7903","nissan","juke",2015,13462.1333333333
"7904","nissan","juke",2016,13733.2333333333
"7905","nissan","juke",2017,16900.375
"7906","nissan","kicks",2018,14374.3333333333
"7907","nissan","kicks",2019,19126.0357142857
"7908","nissan","kicks",2020,19823.7333333333
"7909","nissan","kicks",2021,21400
"7910","nissan","leaf",2011,6937.22727272727
"7911","nissan","leaf",2012,7039.64705882353
"7912","nissan","leaf",2013,6795.41509433962
"7913","nissan","leaf",2014,9353.9375
"7914","nissan","leaf",2015,12156.3870967742
"7915","nissan","leaf",2016,11880.4
"7916","nissan","leaf",2017,11947
"7917","nissan","leaf",2018,18169.5833333333
"7918","nissan","leaf",2019,20710.3076923077
"7919","nissan","leaf",2020,25277.4166666667
"7920","nissan","lifted",2016,44999
"7921","nissan","lifted",2017,42856.1428571429
"7922","nissan","maurano",2015,15500
"7923","nissan","maxim",2005,4800
"7924","nissan","maxima",1998,3995
"7925","nissan","maxima",1999,3750
"7926","nissan","maxima",2000,4258.75
"7927","nissan","maxima",2001,3750
"7928","nissan","maxima",2002,4516.45454545455
"7929","nissan","maxima",2003,4555.6
"7930","nissan","maxima",2004,5323.0625
"7931","nissan","maxima",2005,4468.1
"7932","nissan","maxima",2006,5055.78571428571
"7933","nissan","maxima",2007,5247.34375
"7934","nissan","maxima",2008,5755.5
"7935","nissan","maxima",2009,7250.05660377359
"7936","nissan","maxima",2010,7925.46808510638
"7937","nissan","maxima",2011,8493.43181818182
"7938","nissan","maxima",2012,9348.08
"7939","nissan","maxima",2013,9971.61538461538
"7940","nissan","maxima",2014,10693.7425742574
"7941","nissan","maxima",2015,11900
"7942","nissan","maxima",2016,18224.35
"7943","nissan","maxima",2017,21041.7692307692
"7944","nissan","maxima",2018,21643.873015873
"7945","nissan","maxima",2019,27467.7619047619
"7946","nissan","maxima",2020,31343.4722222222
"7947","nissan","maximum",2004,3300
"7948","nissan","maxmia",2012,10995
"7949","nissan","murano",2003,5187.56666666667
"7950","nissan","murano",2004,4774.2
"7951","nissan","murano",2005,4450.89285714286
"7952","nissan","murano",2006,5560.69047619048
"7953","nissan","murano",2007,5263.83050847458
"7954","nissan","murano",2008,4900
"7955","nissan","murano",2009,6839.04166666667
"7956","nissan","murano",2010,7306.29268292683
"7957","nissan","murano",2011,8877.83561643836
"7958","nissan","murano",2012,10072.6885245902
"7959","nissan","murano",2013,10170.3888888889
"7960","nissan","murano",2014,11890.125
"7961","nissan","murano",2015,18030.1818181818
"7962","nissan","murano",2016,21032.5245901639
"7963","nissan","murano",2017,23056.0169491525
"7964","nissan","murano",2018,23973.9710144928
"7965","nissan","murano",2019,28970.2666666667
"7966","nissan","murano",2020,28215.4705882353
"7967","nissan","murano-awd",2006,4490
"7968","nissan","murano.awd",2007,4288
"7969","nissan","murrano",2013,15000
"7970","nissan","mvp",2002,5000
"7971","nissan","note",2014,6995
"7972","nissan","nv",2012,12513.45
"7973","nissan","nv",2013,17379.5555555556
"7974","nissan","nv",2014,14913.3333333333
"7975","nissan","nv",2015,17680.3846153846
"7976","nissan","nv",2016,19111.2727272727
"7977","nissan","nv",2017,26023
"7978","nissan","nv",2018,17396.5
"7979","nissan","nv",2019,25492.3333333333
"7980","nissan","nv",2020,29855
"7981","nissan","nv1500",2013,10500
"7982","nissan","nv1500",2016,14405.7142857143
"7983","nissan","nv1500",2018,19631.6666666667
"7984","nissan","nv1500",2020,29855
"7985","nissan","nv200",2013,13014.2857142857
"7986","nissan","nv200",2014,10037.5
"7987","nissan","nv200",2015,15731.2708333333
"7988","nissan","nv200",2016,12423
"7989","nissan","nv200",2017,14723
"7990","nissan","nv200",2018,18398.1538461538
"7991","nissan","nv200",2019,19296.8709677419
"7992","nissan","nv200",2020,22065
"7993","nissan","nv2500",2012,7575
"7994","nissan","nv2500",2013,9900
"7995","nissan","nv2500",2016,19936.0714285714
"7996","nissan","nv2500",2017,26195.5882352941
"7997","nissan","nv2500",2018,29296.8
"7998","nissan","nv2500",2019,26949.5
"7999","nissan","nv2500hd",2014,15995
"8000","nissan","nv3500",2012,13950
"8001","nissan","nv3500",2013,24950
"8002","nissan","nv3500",2020,23900
"8003","nissan","nv3500hd",2017,18990
"8004","nissan","nvp",2013,29995
"8005","nissan","nvp",2016,28495
"8006","nissan","nx",1992,4000
"8007","nissan","pathfider",2013,8999
"8008","nissan","pathfinder",1992,8750
"8009","nissan","pathfinder",1998,5888
"8010","nissan","pathfinder",1999,3800
"8011","nissan","pathfinder",2000,4778.42857142857
"8012","nissan","pathfinder",2001,4498.88888888889
"8013","nissan","pathfinder",2002,3911.25
"8014","nissan","pathfinder",2003,4249.47058823529
"8015","nissan","pathfinder",2004,4533.52631578947
"8016","nissan","pathfinder",2005,5643.78125
"8017","nissan","pathfinder",2006,5559.42222222222
"8018","nissan","pathfinder",2007,7089.42105263158
"8019","nissan","pathfinder",2008,7381.71428571429
"8020","nissan","pathfinder",2009,8902
"8021","nissan","pathfinder",2010,8408.19230769231
"8022","nissan","pathfinder",2011,10008.9743589744
"8023","nissan","pathfinder",2012,12618.1363636364
"8024","nissan","pathfinder",2013,12526.243697479
"8025","nissan","pathfinder",2014,13767.2657342657
"8026","nissan","pathfinder",2015,15687.1833333333
"8027","nissan","pathfinder",2016,17197.1346153846
"8028","nissan","pathfinder",2017,21219.2242990654
"8029","nissan","pathfinder",2018,25124.6470588235
"8030","nissan","pathfinder",2019,28678.6888888889
"8031","nissan","pathfinder",2020,29862.1111111111
"8032","nissan","pickup",1994,5900
"8033","nissan","pickup",1996,3500
"8034","nissan","pro",2014,23999
"8035","nissan","quest",1998,3895
"8036","nissan","quest",1999,3795
"8037","nissan","quest",2000,4299.5
"8038","nissan","quest",2002,3499
"8039","nissan","quest",2004,4833.33333333333
"8040","nissan","quest",2005,5497
"8041","nissan","quest",2006,4031.22222222222
"8042","nissan","quest",2007,4571.82926829268
"8043","nissan","quest",2008,5689.4375
"8044","nissan","quest",2009,4658
"8045","nissan","quest",2011,8413.8275862069
"8046","nissan","quest",2012,9022.61290322581
"8047","nissan","quest",2013,11305.6923076923
"8048","nissan","quest",2014,12665.8571428571
"8049","nissan","quest",2015,11372.7777777778
"8050","nissan","quest",2016,13812.4117647059
"8051","nissan","quest",2017,16388.7142857143
"8052","nissan","rogue",2003,7000
"8053","nissan","rogue",2006,5995
"8054","nissan","rogue",2008,6013.59090909091
"8055","nissan","rogue",2009,6013.92857142857
"8056","nissan","rogue",2010,6548.68235294118
"8057","nissan","rogue",2011,7377.70535714286
"8058","nissan","rogue",2012,7988.18852459016
"8059","nissan","rogue",2013,8684.94565217391
"8060","nissan","rogue",2014,11606.5483870968
"8061","nissan","rogue",2015,12765.6631578947
"8062","nissan","rogue",2016,15319.8423913043
"8063","nissan","rogue",2017,17757.8504983389
"8064","nissan","rogue",2018,20450.4867924528
"8065","nissan","rogue",2019,20820.3214285714
"8066","nissan","rogue",2020,23005.4519230769
"8067","nissan","rogue",2021,16899.5
"8068","nissan","rogue+sport",2018,15495
"8069","nissan","roque",2014,9950
"8070","nissan","rouge",2009,5398.33333333333
"8071","nissan","rouge",2010,6274.75
"8072","nissan","rouge",2011,6220.875
"8073","nissan","rouge",2012,7500
"8074","nissan","rouge",2013,5300
"8075","nissan","rouge",2014,11000
"8076","nissan","rouge",2016,13662.5
"8077","nissan","rouge",2017,20198
"8078","nissan","rouge",2018,17163.8333333333
"8079","nissan","seentra",2017,15988
"8080","nissan","senta",2011,3995
"8081","nissan","sentra",1994,3600
"8082","nissan","sentra",2000,3999
"8083","nissan","sentra",2001,3397.5
"8084","nissan","sentra",2002,3500
"8085","nissan","sentra",2003,3733.33333333333
"8086","nissan","sentra",2004,5320.44444444444
"8087","nissan","sentra",2005,5048.78571428571
"8088","nissan","sentra",2006,4636.18181818182
"8089","nissan","sentra",2007,5078.39393939394
"8090","nissan","sentra",2008,4680.51162790698
"8091","nissan","sentra",2009,5025.96666666667
"8092","nissan","sentra",2010,5542.69565217391
"8093","nissan","sentra",2011,5840.2676056338
"8094","nissan","sentra",2012,6101.62280701754
"8095","nissan","sentra",2013,8728.68292682927
"8096","nissan","sentra",2014,7673.60305343511
"8097","nissan","sentra",2015,8538.97709923664
"8098","nissan","sentra",2016,10049.6545454545
"8099","nissan","sentra",2017,12671.1813471503
"8100","nissan","sentra",2018,13809.2571428571
"8101","nissan","sentra",2019,15790.0641025641
"8102","nissan","sentra",2020,18771.5555555556
"8103","nissan","sentra",2021,21273.3333333333
"8104","nissan","skyline",1992,42616.2727272727
"8105","nissan","skyline",1994,17647.5
"8106","nissan","skyline",1996,20495
"8107","nissan","sltima",2008,6495
"8108","nissan","titan",2004,8879.01886792453
"8109","nissan","titan",2005,8023.75471698113
"8110","nissan","titan",2006,8563.65217391304
"8111","nissan","titan",2007,9397.65714285714
"8112","nissan","titan",2008,12918.3389830508
"8113","nissan","titan",2009,12605.9487179487
"8114","nissan","titan",2010,14693.085106383
"8115","nissan","titan",2011,15623.6153846154
"8116","nissan","titan",2012,18176.9534883721
"8117","nissan","titan",2013,20745.5666666667
"8118","nissan","titan",2014,22556.1296296296
"8119","nissan","titan",2015,23598.8260869565
"8120","nissan","titan",2016,36365.5967741935
"8121","nissan","titan",2017,31697.2615012107
"8122","nissan","titan",2018,36487.4868421053
"8123","nissan","titan",2019,35781.023255814
"8124","nissan","titan",2020,52156.9333333333
"8125","nissan","titan",2021,49981
"8126","nissan","ud",1999,7800
"8127","nissan","ud",2004,9950
"8128","nissan","ud",2005,8400
"8129","nissan","ud2600",2012,19995
"8130","nissan","versa",2004,5950
"8131","nissan","versa",2006,4500
"8132","nissan","versa",2007,4430.93548387097
"8133","nissan","versa",2008,4210.5625
"8134","nissan","versa",2009,5265.25
"8135","nissan","versa",2010,4920.80392156863
"8136","nissan","versa",2011,4879.23076923077
"8137","nissan","versa",2012,5723.30526315789
"8138","nissan","versa",2013,5989.79166666667
"8139","nissan","versa",2014,6090.32478632479
"8140","nissan","versa",2015,7322.53164556962
"8141","nissan","versa",2016,7977.36781609195
"8142","nissan","versa",2017,9251.24468085106
"8143","nissan","versa",2018,10428.0561797753
"8144","nissan","versa",2019,13285.3287671233
"8145","nissan","versa",2020,16030.6744186047
"8146","nissan","versa",2021,17070.7142857143
"8147","nissan","vn",2014,14500
"8148","nissan","xterra",2000,3979.375
"8149","nissan","xterra",2001,4684.5
"8150","nissan","xterra",2002,4743.52380952381
"8151","nissan","xterra",2003,5232.59090909091
"8152","nissan","xterra",2004,4887.11428571429
"8153","nissan","xterra",2005,5822.72413793103
"8154","nissan","xterra",2006,5985.02
"8155","nissan","xterra",2007,6572.77551020408
"8156","nissan","xterra",2008,6891.71052631579
"8157","nissan","xterra",2009,7610.57142857143
"8158","nissan","xterra",2010,9896.05714285714
"8159","nissan","xterra",2011,11997.2285714286
"8160","nissan","xterra",2012,12818.0476190476
"8161","nissan","xterra",2013,13257.8
"8162","nissan","xterra",2014,18300.5348837209
"8163","nissan","xterra",2015,22616.5555555556
"8164","nissan","z",2010,11999
"8165","nissan","z",2017,29995
"8166","pontiac","aztec",2002,3400
"8167","pontiac","aztek",2004,5618.25
"8168","pontiac","boneville",2004,3950
"8169","pontiac","bonneville",1992,4800
"8170","pontiac","bonneville",2000,5738.6
"8171","pontiac","bonneville",2001,3590
"8172","pontiac","bonneville",2002,4769.71428571429
"8173","pontiac","bonneville",2003,3800
"8174","pontiac","bonneville",2004,6418.5
"8175","pontiac","bonneville",2005,7041
"8176","pontiac","firebird",1992,11330
"8177","pontiac","firebird",1994,7343.77777777778
"8178","pontiac","firebird",1996,7331.66666666667
"8179","pontiac","firebird",1998,18445
"8180","pontiac","firebird",1999,12792
"8181","pontiac","firebird",2000,15641.2857142857
"8182","pontiac","firebird",2001,14395.5
"8183","pontiac","firebird",2002,27792.8571428571
"8184","pontiac","firehawk",1999,14500
"8185","pontiac","formula",1994,8000
"8186","pontiac","g-6",2006,3995
"8187","pontiac","g-6",2009,5995
"8188","pontiac","g/6",2008,5995
"8189","pontiac","g3",2009,5379.5
"8190","pontiac","g5",2006,3600
"8191","pontiac","g5",2007,3990.33333333333
"8192","pontiac","g5",2008,4681.9
"8193","pontiac","g5",2009,3835.76923076923
"8194","pontiac","g6",2005,3894
"8195","pontiac","g6",2006,4789.04166666667
"8196","pontiac","g6",2007,5153.41025641026
"8197","pontiac","g6",2008,4763.41052631579
"8198","pontiac","g6",2009,5429.10619469027
"8199","pontiac","g6",2010,5008.7
"8200","pontiac","g6",2013,3995
"8201","pontiac","g8",2008,12155.5
"8202","pontiac","g8",2009,17327.6428571429
"8203","pontiac","g8gt",2009,17500
"8204","pontiac","gr",2003,3995
"8205","pontiac","grand am",1994,5400
"8206","pontiac","grand am",1999,5535
"8207","pontiac","grand am",2000,4722.5
"8208","pontiac","grand am",2001,6131.66666666667
"8209","pontiac","grand am",2002,4163
"8210","pontiac","grand am",2003,3890.625
"8211","pontiac","grand am",2004,4813.33333333333
"8212","pontiac","grand am",2005,6805.83333333333
"8213","pontiac","grand prix",1998,3650
"8214","pontiac","grand prix",2000,4512.66666666667
"8215","pontiac","grand prix",2001,5402.875
"8216","pontiac","grand prix",2002,5646.33333333333
"8217","pontiac","grand prix",2003,8273.14285714286
"8218","pontiac","grand prix",2004,4471.71428571429
"8219","pontiac","grand prix",2005,4850.26315789474
"8220","pontiac","grand prix",2006,4495
"8221","pontiac","grand prix",2007,4917.8
"8222","pontiac","grand prix",2008,4473.875
"8223","pontiac","grandprix",2006,3499
"8224","pontiac","gto",2004,20338.8571428571
"8225","pontiac","gto",2005,18716.5333333333
"8226","pontiac","gto",2006,18608.7777777778
"8227","pontiac","montana",1999,3700
"8228","pontiac","montana",2000,4520
"8229","pontiac","montana",2002,6995
"8230","pontiac","montana",2003,7425
"8231","pontiac","montana",2004,3997.5
"8232","pontiac","montana",2005,4518.88888888889
"8233","pontiac","montana",2006,4670
"8234","pontiac","montana",2009,5249.5
"8235","pontiac","montana.",2005,3995
"8236","pontiac","montana/",2005,4500
"8237","pontiac","montana/",2006,5000
"8238","pontiac","solistice",2008,8250
"8239","pontiac","solstice",2006,9589.86666666667
"8240","pontiac","solstice",2007,13067.0344827586
"8241","pontiac","solstice",2008,10775.3333333333
"8242","pontiac","solstice",2009,17366.7586206897
"8243","pontiac","soltice",2006,14250
"8244","pontiac","soltice",2007,6665
"8245","pontiac","soltice",2009,12000
"8246","pontiac","sunfire",2000,4500
"8247","pontiac","sunfire",2001,4888
"8248","pontiac","sunfire",2002,3990
"8249","pontiac","sunfire",2003,4295
"8250","pontiac","sunfire",2004,3500
"8251","pontiac","sunfire",2005,3995
"8252","pontiac","torrent",2006,4870.73913043478
"8253","pontiac","torrent",2007,5120.56
"8254","pontiac","torrent",2008,6110.97058823529
"8255","pontiac","torrent",2009,5913.57142857143
"8256","pontiac","trans",1994,19950
"8257","pontiac","trans",1998,11266.6666666667
"8258","pontiac","trans",1999,39900
"8259","pontiac","trans",2000,16000
"8260","pontiac","trans",2001,12450
"8261","pontiac","trans",2002,15000
"8262","pontiac","vibe",2003,4482.5652173913
"8263","pontiac","vibe",2004,4596.44444444444
"8264","pontiac","vibe",2005,4630.90909090909
"8265","pontiac","vibe",2006,5192.94117647059
"8266","pontiac","vibe",2007,5184.13333333333
"8267","pontiac","vibe",2008,5201.33333333333
"8268","pontiac","vibe",2009,5272.38372093023
"8269","pontiac","vibe",2010,7805.10714285714
"8270","porsche","718",2017,53704.5714285714
"8271","porsche","718",2018,54238.2
"8272","porsche","911",1996,45747.5
"8273","porsche","911",1999,23266.1428571429
"8274","porsche","911",2000,24688.6666666667
"8275","porsche","911",2001,25083.7619047619
"8276","porsche","911",2002,29170.5882352941
"8277","porsche","911",2003,29916.6
"8278","porsche","911",2004,33652.5
"8279","porsche","911",2005,44826.6666666667
"8280","porsche","911",2006,47471.25
"8281","porsche","911",2007,39623.5
"8282","porsche","911",2008,39499.5
"8283","porsche","911",2009,48900
"8284","porsche","911",2010,38000
"8285","porsche","911",2012,32950
"8286","porsche","911/996",2003,28900
"8287","porsche","968",1992,14000
"8288","porsche","968",1994,18625
"8289","porsche","986",1999,12000
"8290","porsche","996",2001,54995
"8291","porsche","997",2007,36000
"8292","porsche","boxster",1998,12524.1666666667
"8293","porsche","boxster",1999,12907.7333333333
"8294","porsche","boxster",2000,11944
"8295","porsche","boxster",2001,12405.0625
"8296","porsche","boxster",2002,11318.2962962963
"8297","porsche","boxster",2003,13237.6
"8298","porsche","boxster",2004,18122.9166666667
"8299","porsche","boxster",2005,18225.4444444444
"8300","porsche","boxster",2006,15998.75
"8301","porsche","boxster",2007,17291.5
"8302","porsche","boxster",2009,19950
"8303","porsche","boxster",2010,19614.2857142857
"8304","porsche","boxster",2011,32129.0909090909
"8305","porsche","boxster",2013,42163.3333333333
"8306","porsche","boxster",2014,39995
"8307","porsche","boxster",2015,37590
"8308","porsche","boxter",1998,12500
"8309","porsche","boxter",2000,11500
"8310","porsche","boxter",2001,11306.6
"8311","porsche","carrera",2000,19500
"8312","porsche","carrera",2006,39800
"8313","porsche","cayenne",2004,9554.23529411765
"8314","porsche","cayenne",2005,9672
"8315","porsche","cayenne",2006,9746
"8316","porsche","cayenne",2008,14180.6666666667
"8317","porsche","cayenne",2009,14780.6666666667
"8318","porsche","cayenne",2010,20810
"8319","porsche","cayenne",2011,18403.9733333333
"8320","porsche","cayenne",2012,23751.84375
"8321","porsche","cayenne",2013,27916.90625
"8322","porsche","cayenne",2014,27492.0754716981
"8323","porsche","cayenne",2015,35639.6
"8324","porsche","cayenne",2016,35316.4411764706
"8325","porsche","cayenne",2017,43361.3333333333
"8326","porsche","cayenne",2018,48711.375
"8327","porsche","cayman",2006,29248.25
"8328","porsche","cayman",2007,24196.8333333333
"8329","porsche","cayman",2008,30436.125
"8330","porsche","cayman",2009,23086.5
"8331","porsche","cayman",2010,30000
"8332","porsche","cayman",2014,43331.6666666667
"8333","porsche","cayman",2015,49993
"8334","porsche","cayman",2016,51197.5
"8335","porsche","cayman",2017,51999
"8336","porsche","cayman",2018,55995
"8337","porsche","caynne",2013,33950
